TPC codegen census, configuration: tpcds-nopadding-stats
commit:      1917c854bae
java:        25.0.4.1
settings:    spark.sql.readSideCharPadding=false, statistics injected=true, spark.sql.codegen.hugeMethodLimit=65535, spark.sql.adaptive.enabled=false
under AQE:   the same walk with spark.sql.adaptive.enabled=true finds 0 stages in these queries
bands:       ok <= 8000 bytes < interpreted <= 65535 bytes < fallback

summary
  tpcds-v1.4      103 queries  1586 stages  ok 1586
  tpcds-v2.7       32 queries   785 stages  ok 785
  tpcds-mod        21 queries   175 stages  interpreted 1, ok 174; past 8000: q3

set	query	stage	broadcasts	bytes	constant pool	band	operators
tpcds-v1.4	q6	12	0	246	279	ok	HashAggregate < Filter < ColumnarToRow
tpcds-v1.4	q7	9	3	852	278	ok	HashAggregate
tpcds-v1.4	q7	8	3	549	425	ok	HashAggregate < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q7	4	2	120	124	ok	Sort
tpcds-v1.4	q7	3	2	713	195	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q7	1	0	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q7	2	0	465	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q7	6	0	120	124	ok	Sort
tpcds-v1.4	q7	5	0	524	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q7	7	0	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q8	15	3	174	240	ok	HashAggregate
tpcds-v1.4	q8	14	3	371	367	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q8	4	2	120	124	ok	Sort
tpcds-v1.4	q8	3	2	477	203	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q8	1	0	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q8	2	0	339	153	ok	Filter < ColumnarToRow
tpcds-v1.4	q8	13	1	120	124	ok	Sort
tpcds-v1.4	q8	12	1	244	244	ok	HashAggregate
tpcds-v1.4	q8	11	1	336	325	ok	HashAggregate < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q8	10	0	157	225	ok	Project < Filter < HashAggregate
tpcds-v1.4	q8	9	0	308	339	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q8	6	0	120	124	ok	Sort
tpcds-v1.4	q8	5	0	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q8	8	0	120	124	ok	Sort
tpcds-v1.4	q8	7	0	316	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q9	1	0	1417	164	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q9	2	0	656	243	ok	Project < HashAggregate
tpcds-v1.4	q9	1	0	374	236	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q9	2	0	656	243	ok	Project < HashAggregate
tpcds-v1.4	q9	1	0	375	236	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q9	2	0	656	243	ok	Project < HashAggregate
tpcds-v1.4	q9	1	0	375	236	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q9	2	0	656	243	ok	Project < HashAggregate
tpcds-v1.4	q9	1	0	375	236	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q9	2	0	656	243	ok	Project < HashAggregate
tpcds-v1.4	q9	1	0	375	236	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q10	20	4	431	230	ok	HashAggregate
tpcds-v1.4	q10	19	4	511	343	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q10	16	4	120	124	ok	Sort
tpcds-v1.4	q10	15	4	357	197	ok	Project < BroadcastHashJoin < Project < Filter < SortMergeJoin
tpcds-v1.4	q10	10	2	357	180	ok	SortMergeJoin
tpcds-v1.4	q10	6	1	352	180	ok	SortMergeJoin
tpcds-v1.4	q10	2	0	120	124	ok	Sort
tpcds-v1.4	q10	1	0	346	142	ok	Filter < ColumnarToRow
tpcds-v1.4	q10	1	0	424	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q10	5	1	120	124	ok	Sort
tpcds-v1.4	q10	4	1	283	172	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q10	1	0	418	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q10	9	1	120	124	ok	Sort
tpcds-v1.4	q10	8	1	283	172	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q10	13	1	120	124	ok	Sort
tpcds-v1.4	q10	12	1	283	172	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q10	18	0	120	124	ok	Sort
tpcds-v1.4	q10	17	0	624	153	ok	Filter < ColumnarToRow
tpcds-v1.4	q11	35	4	806	226	ok	Project < SortMergeJoin
tpcds-v1.4	q11	26	3	403	204	ok	Project < SortMergeJoin
tpcds-v1.4	q11	17	2	389	204	ok	Project < SortMergeJoin
tpcds-v1.4	q11	8	1	120	124	ok	Sort
tpcds-v1.4	q11	7	1	403	253	ok	Filter < HashAggregate
tpcds-v1.4	q11	6	1	591	374	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q11	3	1	120	124	ok	Sort
tpcds-v1.4	q11	2	1	449	184	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q11	1	0	307	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q11	5	0	120	124	ok	Sort
tpcds-v1.4	q11	4	0	590	153	ok	Filter < ColumnarToRow
tpcds-v1.4	q11	16	1	120	124	ok	Sort
tpcds-v1.4	q11	15	1	378	248	ok	HashAggregate
tpcds-v1.4	q11	14	1	591	374	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q11	11	1	120	124	ok	Sort
tpcds-v1.4	q11	10	1	449	184	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q11	1	0	307	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q11	13	0	120	124	ok	Sort
tpcds-v1.4	q11	25	1	120	124	ok	Sort
tpcds-v1.4	q11	24	1	403	253	ok	Filter < HashAggregate
tpcds-v1.4	q11	23	1	591	374	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q11	20	1	120	124	ok	Sort
tpcds-v1.4	q11	19	1	449	184	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q11	22	0	120	124	ok	Sort
tpcds-v1.4	q11	34	1	120	124	ok	Sort
tpcds-v1.4	q11	33	1	378	248	ok	HashAggregate
tpcds-v1.4	q11	32	1	591	374	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q11	29	1	120	124	ok	Sort
tpcds-v1.4	q11	28	1	449	184	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q11	31	0	120	124	ok	Sort
tpcds-v1.4	q12	9	1	529	143	ok	Project
tpcds-v1.4	q12	8	1	120	124	ok	Sort
tpcds-v1.4	q12	7	1	377	245	ok	HashAggregate
tpcds-v1.4	q12	6	1	455	364	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q12	3	1	120	124	ok	Sort
tpcds-v1.4	q12	2	1	374	183	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q12	1	0	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q12	5	0	120	124	ok	Sort
tpcds-v1.4	q12	4	0	634	167	ok	Filter < ColumnarToRow
tpcds-v1.4	q13	13	3	590	235	ok	HashAggregate
tpcds-v1.4	q13	12	3	1623	320	ok	HashAggregate < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q13	8	2	120	124	ok	Sort
tpcds-v1.4	q13	7	2	3202	205	ok	Project < SortMergeJoin
tpcds-v1.4	q13	4	2	120	124	ok	Sort
tpcds-v1.4	q13	3	2	1835	201	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q13	1	0	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q13	2	0	384	142	ok	Filter < ColumnarToRow
tpcds-v1.4	q13	6	0	120	124	ok	Sort
tpcds-v1.4	q13	5	0	807	158	ok	Filter < ColumnarToRow
tpcds-v1.4	q13	10	0	120	124	ok	Sort
tpcds-v1.4	q13	9	0	814	158	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q13	11	0	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q14a	116	17	362	280	ok	HashAggregate
tpcds-v1.4	q14a	115	17	411	320	ok	HashAggregate < Expand
tpcds-v1.4	q14a	38	11	439	277	ok	Project < Filter < HashAggregate
tpcds-v1.4	q14a	5	3	288	199	ok	HashAggregate
tpcds-v1.4	q14a	4	3	289	323	ok	HashAggregate < Union < Project < BroadcastHashJoin < ColumnarToRow < Project < BroadcastHashJoin < ColumnarToRow < Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q14a	37	11	609	354	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14a	1	0	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q14a	17	7	474	167	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14a	16	6	1130	207	ok	SortMergeJoin
tpcds-v1.4	q14a	11	4	120	124	ok	Sort
tpcds-v1.4	q14a	10	4	244	242	ok	HashAggregate
tpcds-v1.4	q14a	9	4	344	316	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14a	1	0	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q14a	8	2	911	203	ok	SortMergeJoin
tpcds-v1.4	q14a	3	0	120	124	ok	Sort
tpcds-v1.4	q14a	2	0	415	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q14a	7	2	120	124	ok	Sort
tpcds-v1.4	q14a	6	2	283	187	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14a	5	0	370	142	ok	Filter < ColumnarToRow
tpcds-v1.4	q14a	15	2	120	124	ok	Sort
tpcds-v1.4	q14a	14	2	283	187	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14a	36	1	425	166	ok	BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14a	76	3	439	277	ok	Project < Filter < HashAggregate
tpcds-v1.4	q14a	75	3	609	354	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14a	114	3	439	277	ok	Project < Filter < HashAggregate
tpcds-v1.4	q14a	113	3	609	354	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14b	76	15	747	305	ok	BroadcastHashJoin < Filter < HashAggregate
tpcds-v1.4	q14b	5	3	288	199	ok	HashAggregate
tpcds-v1.4	q14b	4	3	289	323	ok	HashAggregate < Union < Project < BroadcastHashJoin < ColumnarToRow < Project < BroadcastHashJoin < ColumnarToRow < Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q14b	37	11	555	354	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14b	1	0	288	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q14b	1	0	446	139	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q14b	17	7	474	167	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14b	16	6	1130	207	ok	SortMergeJoin
tpcds-v1.4	q14b	11	4	120	124	ok	Sort
tpcds-v1.4	q14b	10	4	244	242	ok	HashAggregate
tpcds-v1.4	q14b	9	4	344	316	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14b	1	0	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q14b	8	2	911	203	ok	SortMergeJoin
tpcds-v1.4	q14b	3	0	120	124	ok	Sort
tpcds-v1.4	q14b	2	0	415	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q14b	7	2	120	124	ok	Sort
tpcds-v1.4	q14b	6	2	283	187	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14b	5	0	370	142	ok	Filter < ColumnarToRow
tpcds-v1.4	q14b	15	2	120	124	ok	Sort
tpcds-v1.4	q14b	14	2	283	187	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14b	36	1	470	159	ok	BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14b	75	3	439	277	ok	Filter < HashAggregate
tpcds-v1.4	q14b	74	3	555	354	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14b	1	0	288	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q14b	1	0	446	139	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q15	11	1	174	240	ok	HashAggregate
tpcds-v1.4	q15	10	1	970	376	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q15	3	1	120	124	ok	Sort
tpcds-v1.4	q15	2	1	374	183	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q15	1	0	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q15	9	0	120	124	ok	Sort
tpcds-v1.4	q15	8	0	282	187	ok	Project < SortMergeJoin
tpcds-v1.4	q15	5	0	120	124	ok	Sort
tpcds-v1.4	q15	4	0	281	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q15	7	0	120	124	ok	Sort
tpcds-v1.4	q15	6	0	321	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q16	16	2	233	184	ok	HashAggregate
tpcds-v1.4	q16	15	2	275	338	ok	HashAggregate < HashAggregate
tpcds-v1.4	q16	14	2	376	363	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q16	11	2	120	124	ok	Sort
tpcds-v1.4	q16	10	2	588	217	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < SortMergeJoin
tpcds-v1.4	q16	5	0	648	187	ok	Project < SortMergeJoin
tpcds-v1.4	q16	2	0	120	124	ok	Sort
tpcds-v1.4	q16	1	0	582	160	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q16	1	0	296	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q16	1	0	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q16	4	0	120	124	ok	Sort
tpcds-v1.4	q16	3	0	236	142	ok	Project < ColumnarToRow
tpcds-v1.4	q16	7	0	120	124	ok	Sort
tpcds-v1.4	q16	6	0	187	142	ok	Project < ColumnarToRow
tpcds-v1.4	q16	13	0	120	124	ok	Sort
tpcds-v1.4	q16	12	0	316	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q17	18	4	1595	329	ok	HashAggregate
tpcds-v1.4	q17	17	4	648	442	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q17	13	3	120	124	ok	Sort
tpcds-v1.4	q17	12	3	544	187	ok	Project < SortMergeJoin
tpcds-v1.4	q17	9	3	120	124	ok	Sort
tpcds-v1.4	q17	8	3	662	199	ok	Project < SortMergeJoin
tpcds-v1.4	q17	4	2	120	124	ok	Sort
tpcds-v1.4	q17	3	2	652	194	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q17	1	0	317	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q17	2	0	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q17	7	1	120	124	ok	Sort
tpcds-v1.4	q17	6	1	502	175	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q17	1	0	409	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q17	11	0	120	124	ok	Sort
tpcds-v1.4	q17	10	0	321	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q17	16	1	120	124	ok	Sort
tpcds-v1.4	q17	15	1	435	175	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q18	20	2	1844	303	ok	HashAggregate
tpcds-v1.4	q18	19	2	836	442	ok	HashAggregate < Expand < Project < SortMergeJoin
tpcds-v1.4	q18	8	2	120	124	ok	Sort
tpcds-v1.4	q18	7	2	721	221	ok	Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q18	3	1	120	124	ok	Sort
tpcds-v1.4	q18	2	1	728	186	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q18	1	0	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q18	5	0	120	124	ok	Sort
tpcds-v1.4	q18	4	0	478	158	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q18	6	0	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q18	18	0	120	124	ok	Sort
tpcds-v1.4	q18	17	0	426	187	ok	Project < SortMergeJoin
tpcds-v1.4	q18	14	0	120	124	ok	Sort
tpcds-v1.4	q18	13	0	350	178	ok	Project < SortMergeJoin
tpcds-v1.4	q18	10	0	120	124	ok	Sort
tpcds-v1.4	q18	9	0	575	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q18	12	0	120	124	ok	Sort
tpcds-v1.4	q18	11	0	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q18	16	0	120	124	ok	Sort
tpcds-v1.4	q18	15	0	601	158	ok	Filter < ColumnarToRow
tpcds-v1.4	q19	13	3	275	248	ok	HashAggregate
tpcds-v1.4	q19	12	3	685	372	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q19	5	3	120	124	ok	Sort
tpcds-v1.4	q19	4	3	783	212	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q19	1	0	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q19	1	0	499	153	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q19	3	0	281	146	ok	Filter < ColumnarToRow
tpcds-v1.4	q19	11	0	120	124	ok	Sort
tpcds-v1.4	q19	10	0	274	179	ok	Project < SortMergeJoin
tpcds-v1.4	q19	7	0	120	124	ok	Sort
tpcds-v1.4	q19	6	0	281	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q19	9	0	120	124	ok	Sort
tpcds-v1.4	q19	8	0	281	146	ok	Filter < ColumnarToRow
tpcds-v1.4	q20	9	1	529	143	ok	Project
